"X","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","PavedDrive","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","Central_AC_Heater","Log_GrLivArea","Log_LotArea","Qual_x_Area","Garage_x_Qual","House_Age","SalePrice","Remodel_Age","Garage_Age","ReviewSentiment","TotalArea","OutdoorArea","AboveBath","BsmtBath","HasFireplace","Fireplaces_cap2","GarageCars_cap4","Kitchen2plus","Qual_x_TotalArea","Cond_x_TotalArea","House_Age_x_TotalArea"
42,"60","RL",75.18358557,9563.924642,1,0,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137.1749498,"Gd","PConc","Gd","No","ALQ",511.6278384,"Unf",0.416033049,225.8034072,"GasA","Ex",1,"SBrkr",1775.62536,3,"Gd",7,"Typ","TA","Attchd","Unf",424.9834797,"TA","Y","Fa","MnPrv","Shed",1.145292078,"WD","Normal",0,7.482470979,9.165858003,12429.37752,14,16,375803,16,16,"-2",3441.85180911,499.13293761,2.5,1,1,1,2,0,24092.96266377,17209.25904555,9751.50047383448
43,"60","RL",74.19102312,10153.51146,1,0,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40.58339654,"TA","PConc","Gd","No","Unf",2.412956517,"Unf",0,825.7638371,"GasA","Gd",1,"SBrkr",1703.225747,3,"TA",7,"Typ","TA","Attchd","Fin",427.4741734,"TA","Y","Fa","MnPrv","Shed",10.07041073,"WD","Normal",1,7.440866179,9.225673365,11922.580229,14,11,733365,11,11,"2",3344.841414791,383.818972691,2.5,0,1,1,2,0,23413.889903537,16724.207073955,8311.61867410046
44,"59","RL",59.8906924,7582.542125,1,0,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.204386364,"TA","PConc","TA","No","Unf",0,"Unf",0,998.408401,"GasA","Gd",1,"SBrkr",1805.782848,3,"Gd",7,"Typ","TA","Attchd","Fin",441.0469776,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.499303111,8.933735668,12640.479936,14,11,1013520,11,11,"2",3438.940600712,197.152611112,2.5,0,1,1,2,0,24072.584204984,17194.70300356,8545.44636693519
45,"50","RL",78.31031076,11530.41287,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin",5,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180.2424605,"TA","CBlock","TA","No","BLQ",460.9654147,"Unf",0,411.5486087,"GasW","TA",1,"FuseA",1523.580976,3,"TA",7,"Typ","Gd","Attchd","Unf",310.3201251,"TA","Y","Fa","GdWo","Shed",0,"WD","Normal",1,7.329474881,9.352830144,7617.90488,5,49,493109,49,49,"0",2718.019159958,2.235515058,1.5,0,0,0,1,0,13590.09579979,13590.09579979,10632.9534829502
46,"60","RL",59.79502841,17384.64524,1,0,"IR2","Lvl","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",113.7760205,"Gd","PConc","Ex","No","Unf",0,"Unf",0.464053581,1628.740445,"GasA","Ex",1,"SBrkr",2474.847868,4,"Gd",7,"Typ","TA","Attchd","Fin",958.6416696,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.814338189,9.763400159,19798.782944,24,12,2400155,12,12,"-1",5513.999402648,451.993034048,2.5,0,1,1,3,0,44111.995221184,27569.99701324,14143.1292248653
47,"120","RL",21.94028844,11068.68975,1,0,"IR2","Lvl","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,"Hip","CompShg","BrkFace","BrkFace","BrkFace",0,"Gd","PConc","Gd","Gd","LwQ",561.3497897,"GLQ",669.9900302,0,"GasA","Ex",1,"SBrkr",1240.148494,1,"Gd",4,"Typ","Fa","Attchd","Fin",477.617167,"TA","Y","Fa","MnPrv","Shed",5.962736501,"WD","Normal",1,7.123792435,9.311965999,9921.187952,16,13,344789,13,13,"-2",3147.055078391,197.771946391,1.5,1,1,1,2,0,25176.440627128,15735.275391955,8305.25877133069
48,"50","RL",65.58524051,5998.785625,1,0,"IR1","Bnk","Inside","Mod","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"TA","CBlock","Fa","No","LwQ",366.3848888,"Unf",2.478264823,230.3857716,"GasA","Ex",0,"SBrkr",914.7344709,3,"TA",5,"Typ","Gd","Detchd","Unf",231.144774,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.819726444,8.699479018,5488.4068254,6,70,712063,60,70,"2",1787.553983476,46.653642976,1,0,0,0,1,0,10725.323900856,8937.76991738,7619.77039448819
49,"59","RL",86.07769428,10365.13269,1,0,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","Plywood","Plywood","BrkFace",173.3054106,"Gd","CBlock","TA","Gd","LwQ",30.63587453,"ALQ",1473.422634,0,"GasA","Ex",1,"SBrkr",2729.3589,4,"Gd",8,"Typ","TA","Attchd","Fin",574.2496686,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.912188345,9.246299299,19105.5123,14,21,2549403,20,20,"3",5110.200044915,298.429831315,2.5,1,1,1,2,0,35771.400314405,25551.000224575,15795.8452839858
50,"20","RL",74.86914421,9571.182114,1,0,"Reg","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,"Hip","CompShg","HdBoard","HdBoard","BrkFace",3.340574932,"TA","CBlock","TA","No","BLQ",330.2931135,"Rec",430.052,99.67477988,"GasA","TA",1,"SBrkr",883.5370416,3,"TA",5,"Typ","Gd","Attchd","Unf",437.3911702,"TA","Y","Fa","MnPrv","Shed",2.693282056,"Con","Normal",1,6.785064391,9.166616475,4417.685208,10,33,384400,32,32,"0",2262.572716427,80.299787527,1,0,0,0,2,0,11312.863582135,13575.436298562,7978.64711128173
51,"50","RL",69.98070804,10454.98342,1,0,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,6,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",3.271222953,"TA","CBlock","TA","No","BLQ",489.5011679,"Unf",2.208078876,495.6265071,"GasA","Ex",1,"SBrkr",1623.798439,3,"Gd",6,"Typ","Gd","Attchd","Unf",332.7307494,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.39313905,9.25492967,9742.790634,6,53,272461,53,53,"-2",3315.029646477,366.432954477,1.5,0,0,0,1,0,19890.177878862,19890.177878862,13223.6003736844
52,"21","RL",136.9061522,16564.0742,1,0,"IR1","Lvl","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,"Gable","CompShg","BrkFace","Plywood","BrkFace",0,"Gd","CBlock","TA","No","ALQ",250.9958341,"Rec",714.0591518,564.0616946,"GasA","Ex",1,"SBrkr",1882.418608,2,"Gd",6,"Mod","Gd","Attchd","Fin",579.0052929,"TA","Y","Fa","MnPrv","Shed",6.722344925,"WD","Normal",1,7.540843813,9.715051794,11294.511648,12,44,1764394,8,44,"2",3979.078200157,1.321738257,2.5,0,1,1,2,0,23874.469200942,23874.469200942,15147.0077284004
53,"50","RL",50.90262752,10017.47372,1,0,"Reg","Lvl","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,2,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.915918581,"TA","PConc","TA","No","Unf",0,"Unf",0.937971727,890.63211,"GasA","Ex",1,"SBrkr",1673.51095,3,"TA",7,"Typ","Gd","Attchd","Unf",0.172625765,"TA","N","Fa","MnPrv","Shed",0,"WD","Normal",1,7.423276431,9.21218604,8367.55475,0,79,380906,60,0,"0",2722.612677215,158.31540635,1,1,1,1,0,0,13613.063386075,5445.22535443,11930.5612674569
54,"19","RL",94.03927274,17756.8159,1,0,"IR1","Lvl","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","BrkFace","BrkFace","BrkFace",2.682211869,"Gd","CBlock","Gd","Gd","ALQ",1626.420606,"Rec",828.0748653,2.878480528,"GasA","Gd",1,"SBrkr",2496.207297,2,"Gd",7,"Typ","Gd","Attchd","RFn",674.0439251,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,7.822928305,9.78458103,19969.658376,16,26,8108980,26,26,"3",5900.629376909,268.931255809,2,1,1,2,2,0,47205.035015272,29503.146884545,19447.5118330448
55,"19","RL",59.93459005,12476.57653,1,0,"Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",2.10222008,"TA","PConc","Gd","No","GLQ",832.4203751,"Unf",2.055014938,270.3363975,"GasA","Ex",1,"SBrkr",1118.397416,3,"Gd",6,"Typ","Gd","Detchd","Unf",577.0348395,"TA","Y","Fa","MnPrv","Shed",4.60244077,"WD","Normal",1,7.020545798,9.431688435,5591.98708,10,6,586616,5,5,"-1",2853.326599831,41.590514331,2,1,0,0,2,0,14266.632999155,14266.632999155,5552.31718918063
56,"20","RL",68.95209875,10760.07677,1,0,"IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",213.6183379,"TA","CBlock","TA","No","BLQ",729.6639385,"Unf",1.846171714,514.6135704,"GasA","TA",1,"SBrkr",1243.128385,2,"TA",5,"Typ","Fa","Attchd","RFn",351.8622641,"TA","Y","Fa","GdWo","Shed",2.018086097,"WD","Normal",1,7.126190471,9.2836909,7458.77031,6,48,837724,48,48,"0",3241.852593485,389.284948385,1.5,1,1,1,1,0,19451.11556091,16209.262967425,12616.7077268075
57,"60","RL",104.8154213,13711.90348,1,0,"Reg","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",233.2711972,"Gd","PConc","Gd","Gd","GLQ",583.4086658,"Unf",2.136956799,1100.553636,"GasA","Ex",1,"SBrkr",2253.767708,3,"Gd",7,"Typ","Ex","Attchd","Fin",756.4676745,"TA","Y","Fa","MnPrv","Shed",3.411458418,"WD","Normal",1,7.720802235,9.526092528,18030.141664,24,8,2629023,8,8,"-1",5042.400926571,366.942878071,2.5,1,1,1,3,0,40339.207412568,25212.004632855,11079.2872446447
58,"160","RM",68.65062393,1827.533899,1,0,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",4,5,"Gable","CompShg","CemntBd","CmentBd","BrkFace",1.170074576,"TA","CBlock","TA","No","BLQ",332.5097381,"Unf",0,201.4736263,"GasA","TA",1,"SBrkr",1097.058985,3,"TA",6,"Typ","Gd","Attchd","RFn",287.1736262,"TA","Y","Fa","MnPrv","Shed",5.567035721,"WD","Normal",1,7.001299341,7.511269777,4388.23594,4,37,146632,37,37,"0",2146.275938674,218.004080874,1.5,0,0,0,1,0,8585.103754696,10731.37969337,7807.2636494743
59,"80","RL",123.9444139,11360.61119,1,0,"IR1","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,7,"Gable","CompShg","Plywood","Plywood","BrkFace",85.61015624,"TA","CBlock","TA","Av","ALQ",726.1184111,"Unf",1.587591735,299.4176545,"GasA","Gd",1,"SBrkr",1355.340477,2,"Ex",5,"Typ","Gd","Basment","RFn",311.0479234,"TA","Y","Fa","GdPrv","Shed",0,"WD","Normal",1,7.212545526,9.337995512,8132.042862,6,49,898668,2,49,"1",2849.553145668,162.912518268,1,1,1,1,1,0,17097.318874008,19946.872019676,11147.5174610434
60,"21","RL",65.05845815,8729.625766,1,0,"Reg","Lvl","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","Mn","GLQ",989.0955556,"Unf",0,339.4156712,"GasA","Ex",1,"SBrkr",1333.536786,3,"Gd",6,"Typ","Gd","Attchd","Unf",503.6299456,"TA","Y","Fa","MnPrv","Shed",5.565124354,"New","Partial",1,7.196339534,9.074592326,9334.757502,14,1,2030443,0,1,"2",3354.47348124,178.80219364,2,1,0,0,2,0,23481.31436868,16772.3674062,2325.14383578461
61,"60","RL",69.88786339,7907.381818,1,0,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",0,"Gd","PConc","Gd","No","GLQ",56.95505872,"Rec",362.0233917,397.8063736,"GasA","Ex",1,"SBrkr",1729.064479,3,"Gd",6,"Typ","Gd","Attchd","RFn",528.2863551,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.455913958,8.975678466,10374.386874,12,16,1256362,17,17,"3",3325.819945672,259.729319572,2.5,0,0,0,2,0,19954.919674032,19954.919674032,9422.75745000623
62,"19","RL",49.84755368,7107.55829,1,0,"IR1","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Wd Sdng","Plywood","BrkFace",2.749472111,"TA","CBlock","TA","Gd","BLQ",694.622744,"Unf",0,164.3482595,"GasA","Gd",1,"SBrkr",849.289495,2,"TA",4,"Typ","Gd","Attchd","Unf",0,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.745576874,8.86905473,4246.447475,0,52,156901,2,31,"-2",1815.555486468,115.704175768,1,1,0,0,0,0,9077.77743234,12708.888405276,7208.28526652909
63,"160","RM",20.57646768,1874.839789,1,0,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",287.8389909,"TA","CBlock","TA","No","BLQ",356.9861301,"Unf",0.974901679,313.3997971,"GasA","TA",1,"SBrkr",1216.41977,3,"TA",7,"Typ","Gd","Detchd","Unf",263.4213988,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.104488955,7.536811726,7298.51862,6,34,176830,34,34,"-2",2324.5835322,175.8893543,1.5,0,0,0,1,0,13947.5011932,11622.917661,8264.70355497748
64,"21","RL",70.07944818,13407.79829,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",0.099952721,"TA","CBlock","Gd","No","Rec",374.1978285,"Unf",0,548.2575728,"GasA","TA",1,"SBrkr",930.5028747,2,"TA",4,"Typ","Gd","Attchd","Unf",255.9774103,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.836799276,9.503666359,4652.5143735,5,51,330139,7,51,"-2",2540.661221384,418.336226284,1,0,0,0,1,0,12703.30610692,17784.628549688,10038.7716920369
65,"20","RL",74.15715685,13244.01248,1,0,"IR1","Lvl","Inside","Gtl","Somerst","RRAn","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",128.1911175,"Gd","PConc","Ex","No","GLQ",1094.117323,"Unf",0.143380561,490.2027125,"GasA","Gd",1,"SBrkr",1568.322841,3,"Gd",7,"Typ","Gd","Attchd","Unf",641.7408541,"TA","Y","Fa","MnPrv","Shed",3.860009944,"WD","Normal",1,7.358399494,9.491376344,10978.259887,21,2,3278196,2,2,"2",3814.40599509,26.68286799,2,1,1,1,3,0,26700.84196563,19072.02997545,4190.55330017518
66,"60","RL",69.09285485,14265.9412,1,0,"IR1","Lvl","FR3","Gtl","NWAmes","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",402.8095304,"Gd","PConc","Gd","No","GLQ",1031.126601,"Unf",0.325012473,214.8891602,"GasA","Ex",1,"SBrkr",2344.124743,4,"Gd",9,"Typ","Gd","Attchd","RFn",787.2508741,"TA","Y","Fa","GdPrv","Shed",0,"WD","Normal",1,7.760093875,9.565700336,18752.997944,24,11,1659830,12,12,"0",4959.766595149,587.957653049,2.5,1,1,1,3,0,39678.132761192,24798.832975745,12324.5569936821
67,"75","RL",53.27159643,7246.373102,1,0,"Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0.96058259,"TA","CBlock","TA","No","Rec",365.3735695,"Unf",0.898846563,558.0945281,"GasA","Gd",1,"SBrkr",1639.700333,4,"TA",7,"Typ","Gd","Detchd","Unf",240.0922018,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.402878462,8.888394351,11477.902331,7,66,441857,57,66,"0",2921.740227502,126.776408702,2,0,1,2,1,0,20452.181592514,14608.70113751,12285.0195703553
68,"20","RL",92.7284938,10624.85823,1,0,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","CemntBd","CmentBd","BrkFace",3.7622138,"Gd","PConc","Gd","Av","Unf",0,"Unf",3.609632123,2139.626872,"GasA","Ex",1,"SBrkr",2135.6782,3,"Gd",8,"Typ","Gd","Attchd","Fin",892.1431915,"TA","Y","Fa","MnPrv","Shed",0,"New","Partial",1,7.667007659,9.271045765,17085.4256,24,1,1998277,0,1,"-2",5336.89255703,170.16182353,2.5,0,0,0,3,0,42695.14045624,26684.46278515,3699.2520288567
69,"20","RL",79.90779046,10577.33207,1,0,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104.4384102,"TA","CBlock","Gd","Av","GLQ",925.1493053,"Unf",0,913.2175435,"GasA","Gd",1,"SBrkr",1868.358716,3,"TA",6,"Typ","TA","Attchd","Fin",606.6873637,"TA","Y","Fa","MnPrv","Shed",9.046992716,"WD","Normal",1,7.533350718,9.266563044,13078.511012,14,18,1381224,18,18,"-2",4557.595178158,236.448862458,2,0.5,1,1,2,0,31903.166247106,22787.97589079,13419.5608938294
70,"20","RL",65.26687764,7042.663574,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"Hip","CompShg","HdBoard","HdBoard","BrkFace",49.25562695,"TA","CBlock","TA","No","BLQ",726.0454646,"Unf",0,259.2485261,"GasA","TA",1,"SBrkr",992.3030761,3,"TA",5,"Typ","Gd","Detchd","Unf",359.3338274,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,6.90103583,8.859883708,4961.5153805,5,41,291878,41,0,"-2",2342.313350289,4.231725089,1,1,0,0,1,0,11711.566751445,14053.880101734,8754.79344587472
71,"180","RM",21.06969201,1521.586935,1,0,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",5,7,"Gable","CompShg","CemntBd","CmentBd","BrkFace",3.755687449,"TA","CBlock","Gd","Av","GLQ",549.0891352,"Unf",3.346351376,84.76821061,"GasA","Ex",1,"SBrkr",632.0927756,1,"Ex",3,"Typ","Gd","Attchd","Unf",0,"TA","Y","Fa","MnPrv","Shed",0,"WD","Abnorml",0,6.450616976,7.328166098,3160.463878,0,36,138723,36,27,"-2",1265.620310034,0.168024634,1,1,0,0,0,0,6328.10155017,8859.342170238,4570.05104810811
72,"76","RL",68.91140554,11982.36774,1,1,"IR1","Bnk","Inside","Gtl","BrkSide","PosN","Norm","1Fam","2.5Unf",6,6,"Gable","CompShg","Wd Sdng","Wd Shng","BrkFace",1.471239296,"TA","BrkTil","TA","No","Unf",0,"Unf",0,835.0955295,"GasA","Gd",0,"FuseA",2138.385194,5,"Gd",10,"Typ","Gd","Detchd","Unf",433.2833232,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.668273774,9.391274946,12830.311164,12,93,271045,15,0,"-2",3744.433258572,328.114964172,2,0,0,0,2,0,22466.599551432,22466.599551432,17012.0640862284
73,"119","RL",134.8075722,12269.04737,1,0,"IR3","Lvl","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",143.6859223,"Gd","PConc","Gd","No","GLQ",18.56791999,"Unf",0,1348.693609,"GasA","Ex",1,"SBrkr",1364.488889,2,"Gd",6,"Typ","Gd","Attchd","RFn",482.5682951,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,7.219267804,9.414916398,9551.422223,14,3,1283656,3,3,"-1",3245.132117428,33.448950328,2,0,1,1,2,0,22715.924821996,16225.66058714,4498.70835547949
74,"20","RL",83.14283758,9921.093967,1,0,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,6,"Hip","CompShg","VinylSd","VinylSd","Stone",1.605787712,"Gd","PConc","Gd","Av","Unf",0,"Unf",0,1675.274573,"GasA","Ex",1,"SBrkr",1687.176513,3,"Gd",7,"Typ","Gd","Attchd","RFn",952.9315672,"TA","Y","Fa","MnPrv","Shed",0.683011613,"New","Partial",1,7.431404239,9.202519263,11810.235591,21,0,1058070,0,0,"-2",4386.646739442,58.122133242,2,0,0,0,3,0,30706.527176094,26319.880436652,0
75,"20","RL",75.03289539,9881.677239,1,0,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",0,"TA","CBlock","TA","No","Rec",608.0337211,"Unf",1.77851209,481.3907525,"GasA","TA",1,"SBrkr",1091.249933,3,"TA",6,"Typ","Gd","Attchd","Unf",266.351585,"TA","Y","Fa","MnPrv","Shed",0,"COD","Abnorml",1,6.995995006,9.19853873,5456.249665,5,42,491900,42,42,"-1",2871.063252898,420.063193898,1,0,0,0,1,0,14355.31626449,14355.31626449,10798.6434389635
76,"20","RL",53.392425,3510.21,1,0,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",13.39445918,"Gd","PConc","Gd","Av","Unf",2.901996515,"Unf",2.319830231,1260.680035,"GasA","Ex",1,"SBrkr",1265.426002,2,"Gd",6,"Typ","Gd","Attchd","Fin",387.8738732,"TA","Y","Fa","MnPrv","Shed",0.605473271,"New","Partial",1,7.143954041,8.163715986,8857.982014,14,0,850657,0,0,"-1",3043.70209559,116.29124039,2,0,1,1,2,0,21305.91466913,15218.51047795,0
77,"30","RM",49.7381556,8710.773773,1,0,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",2.469486157,"TA","BrkTil","TA","No","LwQ",137.8613957,"Unf",0.529508765,943.2892752,"GasA","TA",1,"SBrkr",1074.72779,2,"TA",5,"Typ","Gd","Detchd","Unf",1184.035204,"Fa","P","Fa","MnPrv","Shed",0,"WD","Normal",0,6.980752725,9.072430697,5373.63895,25,84,277136,59,27,"-2",3433.0765979,105.0086979,1,1,0,0,4,0,17165.3829895,17165.3829895,15251.9620612879
78,"70","RM",56.88880304,6990.429151,1,0,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","Plywood","Plywood","BrkFace",0,"TA","CBlock","TA","No","BLQ",520.4603066,"Unf",0,199.3546894,"GasA","Fa",1,"SBrkr",1934.596014,4,"TA",8,"Typ","Gd","Attchd","Unf",314.6617195,"TA","Y","Fa","MnPrv","Shed",2.937456863,"WD","Normal",0,7.568170576,8.852440271,11607.576084,6,82,335989,59,82,"0",3182.495774378,213.712244078,2,1,0,0,1,0,19094.974646268,15912.47887189,14062.9415619626
79,"61","RL",68.90637056,16743.20779,1,0,"IR1","Lvl","Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,7,"Gable","CompShg","Plywood","Plywood","BrkFace",32.42174082,"TA","CBlock","TA","No","ALQ",795.6934496,"Unf",0,3.809077279,"GasA","Fa",1,"SBrkr",2267.696677,3,"Gd",9,"Typ","TA","Attchd","Fin",541.4741502,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.726960794,9.725807674,15873.876739,14,29,652509,12,29,"0",3853.774345072,250.700251172,2.5,1,1,1,2,0,26976.420415504,26976.420415504,13107.4472119757
80,"20","RL",68.98308355,13306.82981,1,0,"Reg","Lvl","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story",5,5,"Gable","CompShg","Wd Sdng","Plywood","BrkFace",1.160589853,"TA","PConc","Gd","Mn","BLQ",1066.47033,"Unf",1.094863301,328.1167428,"GasA","TA",1,"SBrkr",1381.659167,3,"TA",6,"Typ","Gd","Attchd","Unf",351.6273566,"TA","Y","Fa","GdPrv","Shed",0,"WD","Normal",1,7.231763857,9.496107849,6908.295835,5,54,1016435,54,55,"-1",3744.1481135,626.3878319,1,1,1,1,1,0,18720.7405675,18720.7405675,15004.0489856541
81,"80","RL",85.26169692,9407.211622,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,8,"Gable","CompShg","BrkFace","BrkFace","BrkFace",0,"TA","PConc","TA","Gd","ALQ",633.1878212,"Unf",1.384167158,584.99027,"GasA","Gd",1,"SBrkr",1265.499736,3,"Gd",6,"Typ","Gd","Attchd","RFn",500.4570919,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.144012261,9.149338164,6327.49868,10,44,363853,9,43,"-2",3173.83368185,187.28719195,2,0.5,1,1,2,0,15869.16840925,25390.6694548,12081.713625468
82,"90","RL",37.82500851,7833.434115,1,0,"IR1","Lvl","CulDSac","Gtl","Edwards","Norm","Norm","Duplex","SFoyer",6,5,"Flat","Tar&Grv","Plywood","Wd Shng","BrkFace",356.6274059,"TA","CBlock","Gd","Gd","GLQ",973.6869053,"Unf",0,5.561858331,"GasA","TA",1,"SBrkr",1010.756689,4,"TA",4,"Typ","Gd","Attchd","Unf",0,"TA","Y","Fa","MnPrv","Shed",8.081191575,"WD","AdjLand",0,6.919443395,8.966283927,6064.540134,0,31,378410,31,0,"0",1991.927082211,1.964808511,2,1,0,0,0,0,11951.562493266,9959.635411055,6903.49320457777
83,"80","RL",61.96866582,7735.593228,1,0,"Reg","Bnk","Inside","Mod","Edwards","Norm","Norm","1Fam","SLvl",4,6,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",0.054054643,"TA","CBlock","Ex","Av","Unf",0,"Unf",0.39267731,413.7007998,"GasA","Gd",1,"FuseA",1195.91883,3,"TA",6,"Typ","Gd","Basment","Unf",313.6076853,"TA","Y","Fa","MnPrv","Shed",3.592925016,"WD","Abnorml",1,7.087505892,8.953716718,4783.67532,4,54,196827,54,54,"0",1933.006271026,0.752443926,1,0,0,0,1,0,7732.025084104,11598.037626156,7746.20017714496
